ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
The home Marilyn and Nellie went to had a blueberry. Marilyn gave it to,Nellie,The home Nasir and Brisa went to had a blueberry. Keegan gave it to,Deon,Marilyn,Nasir
"While William and Kristi were working at the mountain, Kristi gave a pear to",William,"While Hope and Delia were working at the mountain, Saul gave a pear to",Ella,Kristi,Delia
"Then, Pauline and Anne were thinking about going to the park. Pauline wanted to give a blueberry to",Anne,"Then, Tyrek and Larry were thinking about going to the park. Brendan wanted to give a blueberry to",Gregory,Pauline,Tyrek
"While Charlene and Teresa were commuting to the cave, Teresa gave a apple to",Charlene,"While Miriam and Annette were commuting to the cave, Alex gave a apple to",Joy,Teresa,Annette
"Then, Chelsea and Carol were working at the forest. Carol decided to give a peach to",Chelsea,"Then, Jeremy and Joey were working at the forest. Jeff decided to give a peach to",Miranda,Carol,Joey
"When Doris and Shannon got a peach at the lake, Shannon decided to give the peach to",Doris,"When Garrett and Blaze got a peach at the lake, Ansley decided to give the peach to",Paulina,Shannon,Blaze
The river Melissa and Mark went to had a apple. Melissa gave it to,Mark,The river Markus and Jon went to had a apple. Mohammed gave it to,Lucy,Melissa,Markus
"After the lunch, Marilyn and Anita went to the shop. Marilyn gave a cherry to",Anita,"After the lunch, Xzavier and Katherine went to the shop. Harley gave a cherry to",Kent,Marilyn,Xzavier
"Then, Deanna and Teresa went to the beach. Teresa gave a mango to",Deanna,"Then, Allie and Francis went to the beach. Lamont gave a mango to",Kaden,Teresa,Francis
"Then, Grace and Kathryn had a lot of fun at the desert. Grace gave a plum to",Kathryn,"Then, Leslie and Roxanne had a lot of fun at the desert. Marvin gave a plum to",James,Grace,Leslie
"While Suzanne and David were working at the river, Suzanne gave a grape to",David,"While Carol and Joe were working at the river, Julia gave a grape to",Ruth,Suzanne,Carol
"Then, Dianne and Yvette went to the library. Yvette gave a blueberry to",Dianne,"Then, Demetrius and Jaden went to the library. Axel gave a blueberry to",Delia,Yvette,Jaden
"While Jacqueline and Lee were commuting to the cafe, Lee gave a honeydew to",Jacqueline,"While Caitlynn and Dan were commuting to the cafe, Taylor gave a honeydew to",Mekhi,Lee,Dan
"After the lunch, Leigh and William went to the park. Leigh gave a pear to",William,"After the lunch, Anita and Adam went to the park. Bruce gave a pear to",Stuart,Leigh,Anita
"While David and Velma were commuting to the lake, Velma gave a banana to",David,"While Carter and Angie were commuting to the lake, Dianna gave a banana to",Weston,Velma,Angie
"When Nellie and Marilyn got a honeydew at the cafe, Marilyn decided to give it to",Nellie,"When Micaela and Alejandra got a honeydew at the cafe, Kristofer decided to give it to",Elliot,Marilyn,Alejandra
"Then, Ella and Ethel were thinking about going to the bar. Ethel wanted to give a blackberry to",Ella,"Then, Nickolas and Bernard were thinking about going to the bar. Tabitha wanted to give a blackberry to",Brooklynn,Ethel,Bernard
"Then, Melanie and Pat were working at the museum. Pat decided to give a raspberry to",Melanie,"Then, Jarvis and James were working at the museum. Alexis decided to give a raspberry to",Quinn,Pat,James
"When Marian and Natasha got a pear at the river, Natasha decided to give it to",Marian,"When Tommy and Jamar got a pear at the river, Lindsey decided to give it to",Jordan,Natasha,Jamar
"After the lunch, Faye and Deanna went to the school. Faye gave a apple to",Deanna,"After the lunch, Zander and Jayden went to the school. Sabrina gave a apple to",Donavan,Faye,Zander
The cave Kristi and Nellie went to had a kiwi. Kristi gave it to,Nellie,The cave Zaire and Rylie went to had a kiwi. Katerina gave it to,Braydon,Kristi,Zaire
"Then, Martha and Kathryn were working at the forest. Martha decided to give a banana to",Kathryn,"Then, Elmer and Travon were working at the forest. Bella decided to give a banana to",Harold,Martha,Elmer
The home Gwen and Virginia went to had a kiwi. Gwen gave it to,Virginia,The home Abel and Mark went to had a kiwi. Jenifer gave it to,Nicholas,Gwen,Abel
"Then, Kristina and Jacqueline had a lot of fun at the cave. Kristina gave a raspberry to",Jacqueline,"Then, Deonte and Lourdes had a lot of fun at the cave. Montana gave a raspberry to",Arlene,Kristina,Deonte
"After the lunch, Lorraine and Teresa went to the store. Teresa gave a plum to",Lorraine,"After the lunch, Leticia and Beau went to the store. Jarrod gave a plum to",Israel,Teresa,Beau
"Afterwards, Stacy and Marilyn went to the theater. Marilyn gave a blueberry to",Stacy,"Afterwards, Dale and Daniella went to the theater. Shannon gave a blueberry to",Jaime,Marilyn,Daniella
The forest Yolanda and Yvette went to had a pear. Yvette gave it to,Yolanda,The forest Shaniya and Vanessa went to had a pear. Morgan gave it to,Rachael,Yvette,Vanessa
"After William and Maggie went to the river, Maggie gave a cantaloupe to",William,"After Prince and Kendall went to the river, Ryan gave a cantaloupe to",Parker,Maggie,Kendall
Friends Kristi and Angie found a kiwi at the library. Kristi gave it to,Angie,Friends Ivan and Kayley found a kiwi at the library. Nyasia gave it to,Humberto,Kristi,Ivan
"When Charlene and Natasha got a grape at the bar, Natasha decided to give the grape to",Charlene,"When Carol and Jarod got a grape at the bar, Tanner decided to give the grape to",Amira,Natasha,Jarod
"Then, Amanda and Maggie were working at the cave. Maggie decided to give a mango to",Amanda,"Then, Terence and Yesenia were working at the cave. Tess decided to give a mango to",Savannah,Maggie,Yesenia
"After Stacey and Mattie went to the forest, Stacey gave a mango to",Mattie,"After Piper and Dayne went to the forest, Nathanael gave a mango to",Michaela,Stacey,Piper
"Then, Marilyn and William were thinking about going to the theater. Marilyn wanted to give a raspberry to",William,"Then, Ansley and Carter were thinking about going to the theater. Judith wanted to give a raspberry to",Francis,Marilyn,Ansley
"Then, Kelly and Sheila had a lot of fun at the gym. Kelly gave a grape to",Sheila,"Then, Taylor and Frankie had a lot of fun at the gym. Noah gave a grape to",Everett,Kelly,Taylor
"After the lunch, Marilyn and Stacy went to the park. Marilyn gave a pineapple to",Stacy,"After the lunch, Kaela and Dillon went to the park. Diego gave a pineapple to",Mercedes,Marilyn,Kaela
"After Natasha and Ella went to the gym, Natasha gave a orange to",Ella,"After Jonas and Savannah went to the gym, Lincoln gave a orange to",Kolton,Natasha,Jonas
"When Mark and Stacey got a honeydew at the home, Stacey decided to give it to",Mark,"When Fred and Margaret got a honeydew at the home, Lee decided to give it to",Breanna,Stacey,Margaret
"While Sheila and Melissa were commuting to the home, Melissa gave a banana to",Sheila,"While Drake and Diana were commuting to the home, Sam gave a banana to",Juan,Melissa,Diana
"While Doris and Richard were working at the lake, Richard gave a orange to",Doris,"While Bailey and Christian were working at the lake, Tierra gave a orange to",Kenia,Richard,Christian
"While Doris and Estelle were commuting to the home, Estelle gave a pear to",Doris,"While Alexia and Erick were commuting to the home, Kenzie gave a pear to",Landon,Estelle,Erick
Friends Jessie and Fannie found a cherry at the shop. Fannie gave it to,Jessie,Friends Monica and Ivana found a cherry at the shop. Janessa gave it to,Arthur,Fannie,Ivana
"Then, Jody and Anita had a lot of fun at the forest. Jody gave a mango to",Anita,"Then, Ryder and Patience had a lot of fun at the forest. Aniyah gave a mango to",Jill,Jody,Ryder
"While Mark and Marsha were working at the library, Marsha gave a peach to",Mark,"While Dallas and Nora were working at the library, Emily gave a peach to",Summer,Marsha,Nora
"Then, Rebecca and Anita had a lot of fun at the gym. Rebecca gave a kiwi to",Anita,"Then, Barbara and Dillon had a lot of fun at the gym. Allison gave a kiwi to",Jacob,Rebecca,Barbara
"Then, Alice and Charlene were thinking about going to the shop. Alice wanted to give a papaya to",Charlene,"Then, Joy and Edgar were thinking about going to the shop. Jamarcus wanted to give a papaya to",Lena,Alice,Joy
"Then, Natasha and Evelyn were thinking about going to the gym. Natasha wanted to give a watermelon to",Evelyn,"Then, Juan and Tristin were thinking about going to the gym. Jaylin wanted to give a watermelon to",Alexandro,Natasha,Juan
"While Diana and Violet were working at the zoo, Violet gave a mango to",Diana,"While Oscar and Rocky were working at the zoo, Carrie gave a mango to",Annie,Violet,Rocky
"While Lorraine and Pat were commuting to the museum, Pat gave a pineapple to",Lorraine,"While Jevon and Victoria were commuting to the museum, Riley gave a pineapple to",Thaddeus,Pat,Victoria
"Then, Mattie and Geneva were thinking about going to the store. Geneva wanted to give a banana to",Mattie,"Then, Francis and Tanya were thinking about going to the store. Jett wanted to give a banana to",Clifford,Geneva,Tanya
"Then, Virginia and Teresa were working at the lake. Teresa decided to give a strawberry to",Virginia,"Then, Todd and Garrett were working at the lake. Chad decided to give a strawberry to",Mary,Teresa,Garrett
"Then, Theresa and Shannon had a lot of fun at the market. Shannon gave a peach to",Theresa,"Then, Hazel and Quentin had a lot of fun at the market. Sally gave a peach to",Brooke,Shannon,Quentin
Friends Ella and Estelle found a plum at the museum. Estelle gave it to,Ella,Friends Gerardo and Paloma found a plum at the museum. Michaela gave it to,Mauricio,Estelle,Paloma
"When Anita and Miriam got a peach at the cafe, Miriam decided to give it to",Anita,"When Quinton and Brandyn got a peach at the cafe, Joan decided to give it to",Lyric,Miriam,Brandyn
Friends Erika and Charlene found a cantaloupe at the desert. Erika gave it to,Charlene,Friends Arianna and Darian found a cantaloupe at the desert. Andrea gave it to,Marques,Erika,Arianna
"Then, Sonia and Harriet had a lot of fun at the cafe. Sonia gave a peach to",Harriet,"Then, Logan and Joan had a lot of fun at the cafe. Naomi gave a peach to",Hugh,Sonia,Logan
"While Kelly and Brandy were commuting to the mountain, Kelly gave a peach to",Brandy,"While Peter and Michaela were commuting to the mountain, Anton gave a peach to",Cara,Kelly,Peter
The zoo Martha and Ginger went to had a plum. Martha gave it to,Ginger,The zoo Isaiah and Courtney went to had a plum. Nicholas gave it to,Anthony,Martha,Isaiah
"While Rachel and Loretta were commuting to the theater, Rachel gave a orange to",Loretta,"While Steve and Eugene were commuting to the theater, Kendrick gave a orange to",Mariah,Rachel,Steve
"Afterwards, Yolanda and Yvette went to the store. Yvette gave a honeydew to",Yolanda,"Afterwards, Jailyn and Aleah went to the store. Kaden gave a honeydew to",Salvatore,Yvette,Aleah
"When Jackie and Charlene got a cantaloupe at the library, Jackie decided to give it to",Charlene,"When Janessa and Mohammad got a cantaloupe at the library, Dayna decided to give it to",Ethan,Jackie,Janessa
Friends Jody and Ginger found a cherry at the desert. Jody gave it to,Ginger,Friends Nigel and Devonte found a cherry at the desert. Kareem gave it to,Parker,Jody,Nigel
The mountain Jessie and Melissa went to had a apple. Melissa gave it to,Jessie,The mountain Kaci and Mohammed went to had a apple. Brook gave it to,Rodney,Melissa,Mohammed
"When Leigh and Charlene got a pear at the cafe, Leigh decided to give the pear to",Charlene,"When Halie and Marcel got a pear at the cafe, Deion decided to give the pear to",Reagan,Leigh,Halie
"When Heidi and Megan got a mango at the store, Megan decided to give the mango to",Heidi,"When Ethan and Charity got a mango at the store, Francisco decided to give the mango to",Peyton,Megan,Charity
"Then, Bernadette and Sarah were thinking about going to the museum. Bernadette wanted to give a peach to",Sarah,"Then, Rodrigo and Prince were thinking about going to the museum. Dewayne wanted to give a peach to",Marilyn,Bernadette,Rodrigo
"While Inez and Leona were working at the gym, Inez gave a papaya to",Leona,"While Alessandra and Camila were working at the gym, Darrin gave a papaya to",Clayton,Inez,Alessandra
The forest Maggie and Yolanda went to had a mango. Maggie gave it to,Yolanda,The forest Kelton and Davion went to had a mango. Brenna gave it to,Norman,Maggie,Kelton
"Then, Loretta and Stacey went to the theater. Stacey gave a kiwi to",Loretta,"Then, Jabari and Eliana went to the theater. Rebecca gave a kiwi to",Aimee,Stacey,Eliana
"While Ginger and Marsha were commuting to the home, Marsha gave a orange to",Ginger,"While Noemi and Allyson were commuting to the home, Gunner gave a orange to",Nick,Marsha,Allyson
"After Suzanne and Loretta went to the store, Suzanne gave a cantaloupe to",Loretta,"After Maya and Marilyn went to the store, Calista gave a cantaloupe to",Theresa,Suzanne,Maya
"When Eleanor and Theresa got a coconut at the river, Eleanor decided to give the coconut to",Theresa,"When Ramon and Riley got a coconut at the river, Mercedes decided to give the coconut to",Amos,Eleanor,Ramon
"After the lunch, Rebecca and Alyssa went to the cafe. Rebecca gave a blackberry to",Alyssa,"After the lunch, Luciano and Ladarius went to the cafe. Demarco gave a blackberry to",Elisa,Rebecca,Luciano
Friends Amanda and Alice found a blackberry at the zoo. Alice gave it to,Amanda,Friends Ronald and Alan found a blackberry at the zoo. Katherine gave it to,Alexandra,Alice,Alan
Friends Pat and Mildred found a grape at the mountain. Pat gave it to,Mildred,Friends Denver and Arielle found a grape at the mountain. Orion gave it to,Kendra,Pat,Denver
"Then, Fannie and Diana had a lot of fun at the market. Fannie gave a honeydew to",Diana,"Then, Valerie and Melissa had a lot of fun at the market. Robin gave a honeydew to",Marco,Fannie,Valerie
"After Marsha and Anita went to the bar, Marsha gave a honeydew to",Anita,"After Melanie and Bryan went to the bar, Madalyn gave a honeydew to",Jace,Marsha,Melanie
The theater Stella and Lula went to had a apple. Lula gave it to,Stella,The theater Robyn and Nancy went to had a apple. Carrie gave it to,Elsa,Lula,Nancy
"While Alyssa and Maggie were working at the home, Maggie gave a watermelon to",Alyssa,"While Cayden and Shakira were working at the home, Piper gave a watermelon to",Jesse,Maggie,Shakira
"Then, Alice and Rosa were thinking about going to the market. Alice wanted to give a mango to",Rosa,"Then, Jean and Andreas were thinking about going to the market. Nico wanted to give a mango to",Carolina,Alice,Jean
"While Sheila and Faye were commuting to the library, Faye gave a watermelon to",Sheila,"While Cierra and Emmanuel were commuting to the library, Cortney gave a watermelon to",Sage,Faye,Emmanuel
Friends Gwen and Evelyn found a coconut at the zoo. Gwen gave it to,Evelyn,Friends Titus and Johanna found a coconut at the zoo. Jadyn gave it to,Noe,Gwen,Titus
"When Sophia and Anita got a strawberry at the forest, Sophia decided to give it to",Anita,"When Quinten and Amber got a strawberry at the forest, Freddy decided to give it to",Mohammed,Sophia,Quinten
"While Ginger and Marilyn were commuting to the zoo, Marilyn gave a strawberry to",Ginger,"While Brenda and Antonio were commuting to the zoo, Anton gave a strawberry to",Carter,Marilyn,Antonio
The home Yvette and David went to had a pear. Yvette gave it to,David,The home Ella and Brad went to had a pear. Ricardo gave it to,Grace,Yvette,Ella
The library Charlene and Velma went to had a watermelon. Velma gave it to,Charlene,The library Laila and Ruben went to had a watermelon. Robyn gave it to,Nathanial,Velma,Ruben
The store Lorraine and Kelly went to had a raspberry. Kelly gave it to,Lorraine,The store Katelyn and Ann went to had a raspberry. Philip gave it to,Dandre,Kelly,Ann
"Afterwards, Fannie and Evelyn went to the cave. Fannie gave a plum to",Evelyn,"Afterwards, Ava and Madisyn went to the cave. Justine gave a plum to",Breanna,Fannie,Ava
"Then, Grace and Juana were thinking about going to the library. Grace wanted to give a papaya to",Juana,"Then, Jalon and Riley were thinking about going to the library. Rhett wanted to give a papaya to",Miracle,Grace,Jalon
"Then, Doris and Pat had a lot of fun at the gym. Pat gave a plum to",Doris,"Then, Jasper and Larry had a lot of fun at the gym. Amber gave a plum to",Kaitlynn,Pat,Larry
The beach Inez and Chelsea went to had a blueberry. Inez gave it to,Chelsea,The beach Annalise and Eva went to had a blueberry. Amy gave it to,Jayde,Inez,Annalise
"When Susan and Kelly got a watermelon at the zoo, Kelly decided to give the watermelon to",Susan,"When Christopher and Ann got a watermelon at the zoo, Anita decided to give the watermelon to",Sasha,Kelly,Ann
"After the lunch, Velma and Anita went to the library. Velma gave a blackberry to",Anita,"After the lunch, Stella and Lincoln went to the library. Douglas gave a blackberry to",Trey,Velma,Stella
"Afterwards, Ginger and Ethel went to the forest. Ethel gave a raspberry to",Ginger,"Afterwards, Bailee and Lindsay went to the forest. Carley gave a raspberry to",Stephen,Ethel,Lindsay
"After the lunch, Stacey and Stacy went to the cave. Stacey gave a cantaloupe to",Stacy,"After the lunch, Caden and Johan went to the cave. Layne gave a cantaloupe to",Ari,Stacey,Caden
"When Doris and Miriam got a mango at the market, Miriam decided to give the mango to",Doris,"When Maribel and Rory got a mango at the market, Carlee decided to give the mango to",Fabiola,Miriam,Rory
"While Ethel and William were commuting to the cave, Ethel gave a pear to",William,"While Kenia and John were commuting to the cave, Dominique gave a pear to",Avery,Ethel,Kenia
"Then, Jackie and Yolanda had a lot of fun at the mountain. Jackie gave a peach to",Yolanda,"Then, Jewel and Sawyer had a lot of fun at the mountain. Evelyn gave a peach to",Jeffery,Jackie,Jewel
"Then, Inez and Virginia were working at the desert. Inez decided to give a pear to",Virginia,"Then, Alyssa and Tony were working at the desert. Leonardo decided to give a pear to",Braiden,Inez,Alyssa
"When Jerry and Kristi got a mango at the lake, Kristi decided to give it to",Jerry,"When Brook and Camden got a mango at the lake, Christian decided to give it to",Jessie,Kristi,Camden
"Then, Inez and Anne were thinking about going to the mountain. Inez wanted to give a raspberry to",Anne,"Then, Brennon and Allen were thinking about going to the mountain. Javon wanted to give a raspberry to",Brenda,Inez,Brennon
"When Ella and Rachel got a plum at the home, Rachel decided to give it to",Ella,"When Jorge and Lee got a plum at the home, Tyrese decided to give it to",Sally,Rachel,Lee
Friends Rebecca and Anita found a plum at the bar. Rebecca gave it to,Anita,Friends Gage and Damon found a plum at the bar. Mario gave it to,Dwight,Rebecca,Gage
"Then, Susan and Rebecca were thinking about going to the shop. Rebecca wanted to give a cantaloupe to",Susan,"Then, Brandon and Noah were thinking about going to the shop. Quincy wanted to give a cantaloupe to",Carmen,Rebecca,Noah
"Then, Erika and Chelsea were working at the river. Erika decided to give a banana to",Chelsea,"Then, Lesly and Frank were working at the river. Kevon decided to give a banana to",Garrett,Erika,Lesly
"When Leigh and Rosa got a pear at the home, Leigh decided to give it to",Rosa,"When Terrell and Lance got a pear at the home, Rodney decided to give it to",Vaughn,Leigh,Terrell
"Then, Carol and William were working at the river. Carol decided to give a peach to",William,"Then, Natasha and David were working at the river. Margaret decided to give a peach to",Jordan,Carol,Natasha
"After Mildred and Bernadette went to the lake, Bernadette gave a strawberry to",Mildred,"After Serenity and Bryanna went to the lake, Jazmyne gave a strawberry to",Janet,Bernadette,Bryanna
"After Leona and Irma went to the mountain, Irma gave a blackberry to",Leona,"After Brandan and Talia went to the mountain, Julia gave a blackberry to",Lukas,Irma,Talia
"Afterwards, Evelyn and Geneva went to the park. Geneva gave a orange to",Evelyn,"Afterwards, Athena and Amya went to the park. Carrie gave a orange to",Breana,Geneva,Amya
"After the lunch, Fannie and Dianne went to the cafe. Fannie gave a cherry to",Dianne,"After the lunch, Kacey and Gianna went to the cafe. Dayton gave a cherry to",Dwayne,Fannie,Kacey
"Then, Evelyn and Bernadette were thinking about going to the river. Bernadette wanted to give a mango to",Evelyn,"Then, Kelsey and Gunnar were thinking about going to the river. Ezequiel wanted to give a mango to",Alisa,Bernadette,Gunnar
"Then, Carmen and Suzanne were working at the home. Suzanne decided to give a papaya to",Carmen,"Then, Nathaniel and Brody were working at the home. Sally decided to give a papaya to",Glenn,Suzanne,Brody
"When Nellie and Miriam got a blueberry at the library, Miriam decided to give the blueberry to",Nellie,"When Adrianna and Dandre got a blueberry at the library, Trystan decided to give the blueberry to",Dasia,Miriam,Dandre
"Then, Diana and Suzanne had a lot of fun at the river. Suzanne gave a orange to",Diana,"Then, Jefferson and Elena had a lot of fun at the river. Erica gave a orange to",Sophia,Suzanne,Elena
"When Martha and Evelyn got a pear at the home, Martha decided to give it to",Evelyn,"When Jana and Harmony got a pear at the home, Sydnee decided to give it to",Claudia,Martha,Jana
"After Bernadette and Charlene went to the river, Bernadette gave a coconut to",Charlene,"After Cortney and Tomas went to the river, Jazmyn gave a coconut to",Brenton,Bernadette,Cortney
"When Jacqueline and Alice got a banana at the park, Alice decided to give the banana to",Jacqueline,"When Destinee and Lisa got a banana at the park, Cayden decided to give the banana to",Amir,Alice,Lisa
The shop Jackie and Theresa went to had a peach. Jackie gave it to,Theresa,The shop Benito and Grace went to had a peach. Freddy gave it to,Juliet,Jackie,Benito
"When Chelsea and Yvette got a pineapple at the bar, Yvette decided to give it to",Chelsea,"When Jake and Deanna got a pineapple at the bar, Roy decided to give it to",Damion,Yvette,Deanna
"Then, Susan and Kevin went to the gym. Kevin gave a blackberry to",Susan,"Then, Georgia and Carl went to the gym. Chloe gave a blackberry to",Derrick,Kevin,Carl
"When Ethel and Ginger got a cantaloupe at the store, Ethel decided to give it to",Ginger,"When Stella and Martina got a cantaloupe at the store, Lance decided to give it to",Jakob,Ethel,Stella
"When Loretta and Jody got a coconut at the cave, Jody decided to give the coconut to",Loretta,"When Jovany and Essence got a coconut at the cave, Cecilia decided to give the coconut to",Gisselle,Jody,Essence
"When Mattie and Suzanne got a coconut at the cave, Suzanne decided to give it to",Mattie,"When Casandra and Lawson got a coconut at the cave, Courtney decided to give it to",Perla,Suzanne,Lawson
"When Maggie and Mildred got a papaya at the river, Maggie decided to give the papaya to",Mildred,"When Maurice and Emiliano got a papaya at the river, Jailyn decided to give the papaya to",Leonard,Maggie,Maurice
"When Jessica and Stacy got a mango at the museum, Jessica decided to give the mango to",Stacy,"When Faith and Ginger got a mango at the museum, Kirk decided to give the mango to",Dennis,Jessica,Faith
"When Nellie and Alice got a orange at the market, Alice decided to give it to",Nellie,"When Rodolfo and Tyler got a orange at the market, Abby decided to give it to",Alissa,Alice,Tyler
"When Lee and Charlene got a plum at the desert, Lee decided to give it to",Charlene,"When Ali and Julio got a plum at the desert, Kadin decided to give it to",Easton,Lee,Ali
"While Loretta and Inez were working at the forest, Inez gave a kiwi to",Loretta,"While Kaitlin and Kellie were working at the forest, Jamarcus gave a kiwi to",Antoine,Inez,Kellie
"While Juana and Carol were commuting to the market, Carol gave a orange to",Juana,"While Remington and Emilia were commuting to the market, Marshall gave a orange to",Evelyn,Carol,Emilia
"Then, Kathryn and Inez had a lot of fun at the forest. Inez gave a blackberry to",Kathryn,"Then, Brisa and Jailyn had a lot of fun at the forest. Hamza gave a blackberry to",Norman,Inez,Jailyn
"Then, Richard and Lorraine were thinking about going to the market. Richard wanted to give a coconut to",Lorraine,"Then, Stephen and Celina were thinking about going to the market. Francis wanted to give a coconut to",Greta,Richard,Stephen
"After Doris and Estelle went to the store, Estelle gave a papaya to",Doris,"After Rachelle and Elijah went to the store, Glen gave a papaya to",Demarco,Estelle,Elijah
"Then, Deanna and Teresa were working at the gym. Teresa decided to give a cherry to",Deanna,"Then, Kale and Myra were working at the gym. Leann decided to give a cherry to",Grant,Teresa,Myra
"When Susan and Velma got a grape at the forest, Velma decided to give it to",Susan,"When Leon and Naomi got a grape at the forest, Gabriel decided to give it to",Noelle,Velma,Naomi
"Then, Mattie and Natasha had a lot of fun at the museum. Natasha gave a pear to",Mattie,"Then, Rita and Aisha had a lot of fun at the museum. Jenna gave a pear to",Arely,Natasha,Aisha
The school Alicia and Natasha went to had a honeydew. Natasha gave it to,Alicia,The school Trevon and Jesse went to had a honeydew. Isaiah gave it to,Cruz,Natasha,Jesse
"After the lunch, Pat and Heidi went to the home. Pat gave a watermelon to",Heidi,"After the lunch, River and Norman went to the home. Uriel gave a watermelon to",Hunter,Pat,River
"When Sophia and Harriet got a peach at the cafe, Sophia decided to give it to",Harriet,"When Antoinette and Noel got a peach at the cafe, Garrett decided to give it to",Norman,Sophia,Antoinette
"When Diana and Velma got a strawberry at the bar, Velma decided to give it to",Diana,"When Myah and Tomas got a strawberry at the bar, Asia decided to give it to",Elaina,Velma,Tomas
"Then, Ella and Jackie were thinking about going to the mountain. Jackie wanted to give a blackberry to",Ella,"Then, Dana and Brett were thinking about going to the mountain. Rashawn wanted to give a blackberry to",Rosemary,Jackie,Brett
"When Inez and Stella got a blueberry at the theater, Inez decided to give the blueberry to",Stella,"When Juanita and Ashleigh got a blueberry at the theater, Marlon decided to give the blueberry to",Hillary,Inez,Juanita
"When Yolanda and Sophia got a blackberry at the river, Sophia decided to give the blackberry to",Yolanda,"When Izabella and Kellie got a blackberry at the river, Kameron decided to give the blackberry to",Gunnar,Sophia,Kellie
"After Pauline and Alyssa went to the desert, Pauline gave a coconut to",Alyssa,"After Kennedi and Lourdes went to the desert, Daphne gave a coconut to",Angelina,Pauline,Kennedi
"After Sonia and Diana went to the theater, Sonia gave a mango to",Diana,"After Autumn and Benny went to the theater, Dakota gave a mango to",Willow,Sonia,Autumn
The desert Rosa and Faye went to had a grape. Faye gave it to,Rosa,The desert Abram and Carlee went to had a grape. Shyann gave it to,Baby,Faye,Carlee
"While Teresa and Sarah were working at the market, Teresa gave a raspberry to",Sarah,"While Jarrett and America were working at the market, Unique gave a raspberry to",Cruz,Teresa,Jarrett
"While Lee and Sheila were commuting to the river, Lee gave a watermelon to",Sheila,"While Chance and Avery were commuting to the river, Alexa gave a watermelon to",Keith,Lee,Chance
"While Sheila and Estelle were working at the store, Estelle gave a plum to",Sheila,"While Kade and Darian were working at the store, Myles gave a plum to",Mohammad,Estelle,Darian
Friends Erika and Lorraine found a coconut at the theater. Erika gave it to,Lorraine,Friends Owen and Abigale found a coconut at the theater. Hana gave it to,Sabastian,Erika,Owen
Friends Mona and Jessie found a kiwi at the museum. Mona gave it to,Jessie,Friends Derick and Nicholas found a kiwi at the museum. Damon gave it to,Gerardo,Mona,Derick
"When Jacqueline and Agnes got a cherry at the gym, Agnes decided to give it to",Jacqueline,"When Marlen and Ellis got a cherry at the gym, Micah decided to give it to",Devante,Agnes,Ellis
"When Jacqueline and Stacey got a banana at the gym, Stacey decided to give it to",Jacqueline,"When Kolton and Ella got a banana at the gym, Antony decided to give it to",Alysha,Stacey,Ella
"When Kim and Erika got a banana at the library, Erika decided to give the banana to",Kim,"When Leon and Monique got a banana at the library, Ariel decided to give the banana to",Tomas,Erika,Monique
"While Velma and Jacqueline were working at the shop, Velma gave a kiwi to",Jacqueline,"While Diego and Jaquelin were working at the shop, Maeve gave a kiwi to",Marques,Velma,Diego
The forest Charlene and Ethel went to had a cantaloupe. Ethel gave it to,Charlene,The forest Devante and Chyna went to had a cantaloupe. Jarod gave it to,Stanley,Ethel,Chyna
"Then, Sophia and Mattie went to the shop. Sophia gave a raspberry to",Mattie,"Then, Janiya and Teagan went to the shop. Rickey gave a raspberry to",Vernon,Sophia,Janiya
"Afterwards, Suzanne and Kathryn went to the school. Suzanne gave a peach to",Kathryn,"Afterwards, Alexa and Alessandra went to the school. Sheldon gave a peach to",Kobe,Suzanne,Alexa
"Then, Rachel and Alyssa were thinking about going to the river. Rachel wanted to give a mango to",Alyssa,"Then, Jane and Hudson were thinking about going to the river. Kallie wanted to give a mango to",Aniyah,Rachel,Jane
Friends Natasha and Nellie found a pineapple at the home. Natasha gave it to,Nellie,Friends Brandy and Alondra found a pineapple at the home. Lauren gave it to,Adrienne,Natasha,Brandy
"After Kathryn and Marilyn went to the school, Marilyn gave a apple to",Kathryn,"After Daphne and Corinne went to the school, Nina gave a apple to",Kimberly,Marilyn,Corinne
"After the lunch, Bernadette and Charlene went to the shop. Bernadette gave a apple to",Charlene,"After the lunch, Margarita and Kaylie went to the shop. Caleigh gave a apple to",Lizbeth,Bernadette,Margarita
"When Sheila and Jody got a apple at the cave, Jody decided to give the apple to",Sheila,"When Johan and Marcel got a apple at the cave, Raul decided to give the apple to",Anthony,Jody,Marcel
"When Sophia and Jerry got a mango at the beach, Sophia decided to give the mango to",Jerry,"When Triston and Jeff got a mango at the beach, Violet decided to give the mango to",Kendall,Sophia,Triston
"While Pat and Doris were working at the mountain, Pat gave a mango to",Doris,"While Danny and Randall were working at the mountain, Ellis gave a mango to",Elizabeth,Pat,Danny
"Afterwards, Diana and Velma went to the river. Velma gave a pear to",Diana,"Afterwards, Porter and Regan went to the river. Simon gave a pear to",Rayna,Velma,Regan
"Then, Nellie and Sonia were thinking about going to the lake. Sonia wanted to give a pineapple to",Nellie,"Then, Adrianna and Tori were thinking about going to the lake. Jazmyne wanted to give a pineapple to",Melanie,Sonia,Tori
