ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Fannie and Charlene had a lot of fun at the museum. Fannie gave a cherry to",Charlene,"Then, Kiana and Andreas had a lot of fun at the museum. Gwendolyn gave a cherry to",Clay,Fannie,Kiana
"When Ethel and Nellie got a strawberry at the river, Ethel decided to give it to",Nellie,"When Tess and Nyasia got a strawberry at the river, Tianna decided to give it to",Norma,Ethel,Tess
The store Heidi and Carol went to had a raspberry. Carol gave it to,Heidi,The store Eliza and Stefan went to had a raspberry. Paris gave it to,Barry,Carol,Stefan
"Then, Amanda and Velma were working at the river. Velma decided to give a honeydew to",Amanda,"Then, Quinton and Liam were working at the river. Cheyanne decided to give a honeydew to",Carlo,Velma,Liam
"When Rosa and Rebecca got a pineapple at the home, Rebecca decided to give it to",Rosa,"When Elaine and Kai got a pineapple at the home, Houston decided to give it to",Ellis,Rebecca,Kai
"While Anita and Yvette were working at the forest, Yvette gave a orange to",Anita,"While Blair and Karlie were working at the forest, Guadalupe gave a orange to",Benjamin,Yvette,Karlie
"After Eleanor and Rosa went to the museum, Eleanor gave a grape to",Rosa,"After Jessie and Kayla went to the museum, Andrew gave a grape to",Fernando,Eleanor,Jessie
"While Nellie and Jackie were commuting to the river, Jackie gave a honeydew to",Nellie,"While Bryanna and Alexandra were commuting to the river, Jewel gave a honeydew to",Isidro,Jackie,Alexandra
Friends Amanda and Mona found a banana at the lake. Mona gave it to,Amanda,Friends Lawson and Kennedy found a banana at the lake. Nia gave it to,Sarah,Mona,Kennedy
Friends Megan and Anne found a pear at the market. Megan gave it to,Anne,Friends Devin and Justice found a pear at the market. Chandler gave it to,Benny,Megan,Devin
"While Doris and Megan were working at the river, Megan gave a papaya to",Doris,"While Carrie and Tiana were working at the river, Taya gave a papaya to",Phillip,Megan,Tiana
Friends Jacqueline and Irma found a mango at the cave. Irma gave it to,Jacqueline,Friends Alfred and Laila found a mango at the cave. Darian gave it to,Denise,Irma,Laila
"While Heidi and Gwen were commuting to the river, Gwen gave a kiwi to",Heidi,"While Oliver and Adrian were commuting to the river, Aleah gave a kiwi to",Andres,Gwen,Adrian
Friends Fannie and Yolanda found a strawberry at the forest. Fannie gave it to,Yolanda,Friends Rene and Deshaun found a strawberry at the forest. Daniela gave it to,Izabella,Fannie,Rene
"After Shannon and Diana went to the desert, Shannon gave a pear to",Diana,"After Sammy and Bella went to the desert, Trinity gave a pear to",Maxim,Shannon,Sammy
"When Velma and Lorraine got a cherry at the theater, Velma decided to give it to",Lorraine,"When Savion and Cydney got a cherry at the theater, Austen decided to give it to",Chanel,Velma,Savion
"Then, Angie and Kevin were working at the market. Kevin decided to give a raspberry to",Angie,"Then, Yvette and Sarah were working at the market. Moises decided to give a raspberry to",Brock,Kevin,Sarah
"When Agnes and Melanie got a cantaloupe at the lake, Agnes decided to give the cantaloupe to",Melanie,"When Helena and Darien got a cantaloupe at the lake, Sadie decided to give the cantaloupe to",Arely,Agnes,Helena
"After Rosemarie and Stacey went to the market, Stacey gave a kiwi to",Rosemarie,"After Giovanny and Candice went to the market, Maximus gave a kiwi to",Jazmyn,Stacey,Candice
"Afterwards, Kathryn and Rebecca went to the museum. Rebecca gave a watermelon to",Kathryn,"Afterwards, Braiden and Chase went to the museum. Jon gave a watermelon to",Derrick,Rebecca,Chase
"Afterwards, William and Agnes went to the home. Agnes gave a pear to",William,"Afterwards, Sam and Trent went to the home. Frances gave a pear to",Jill,Agnes,Trent
Friends Kristi and Ginger found a papaya at the river. Kristi gave it to,Ginger,Friends Darby and Martina found a papaya at the river. Maurice gave it to,Brady,Kristi,Darby
"After the lunch, Mark and Faye went to the market. Faye gave a pineapple to",Mark,"After the lunch, Ali and Denise went to the market. Emerson gave a pineapple to",Lee,Faye,Denise
"While Mona and Yolanda were working at the home, Mona gave a peach to",Yolanda,"While Genaro and Jazmin were working at the home, Imani gave a peach to",Eduardo,Mona,Genaro
Friends Sophia and Mildred found a cherry at the desert. Sophia gave it to,Mildred,Friends Josue and Nyasia found a cherry at the desert. Lizette gave it to,Raven,Sophia,Josue
"Then, Sophia and Melanie were working at the mountain. Sophia decided to give a watermelon to",Melanie,"Then, Antonio and Kierra were working at the mountain. Edward decided to give a watermelon to",Cameron,Sophia,Antonio
The store Evelyn and Kristi went to had a watermelon. Kristi gave it to,Evelyn,The store Guadalupe and Alexys went to had a watermelon. Priscilla gave it to,Rick,Kristi,Alexys
"After the lunch, Faye and Alicia went to the library. Faye gave a pear to",Alicia,"After the lunch, Aja and Maddison went to the library. Brock gave a pear to",Misty,Faye,Aja
"When Leona and Natasha got a papaya at the library, Natasha decided to give the papaya to",Leona,"When Kaleb and Mara got a papaya at the library, Jenifer decided to give the papaya to",Ralph,Natasha,Mara
"Then, Gwen and Virginia were working at the zoo. Gwen decided to give a cantaloupe to",Virginia,"Then, Reed and Matthew were working at the zoo. Emerson decided to give a cantaloupe to",Hadley,Gwen,Reed
"Then, Theresa and Bernadette had a lot of fun at the market. Bernadette gave a pear to",Theresa,"Then, Genesis and Valentina had a lot of fun at the market. Tatiana gave a pear to",Saige,Bernadette,Valentina
"Then, Diana and Suzanne had a lot of fun at the desert. Suzanne gave a apple to",Diana,"Then, Carrie and Benjamin had a lot of fun at the desert. Perry gave a apple to",Benny,Suzanne,Benjamin
"Afterwards, Maggie and Kim went to the beach. Maggie gave a blackberry to",Kim,"Afterwards, Kelvin and Prince went to the beach. Alison gave a blackberry to",Gabriel,Maggie,Kelvin
"Afterwards, Stella and Faye went to the zoo. Faye gave a blueberry to",Stella,"Afterwards, Chaya and Wayne went to the zoo. Ronald gave a blueberry to",Colten,Faye,Wayne
"Then, Angie and Kelly were working at the school. Kelly decided to give a blackberry to",Angie,"Then, Travis and Jon were working at the school. Blair decided to give a blackberry to",Keshaun,Kelly,Jon
"While Sonia and Lorraine were working at the forest, Sonia gave a pineapple to",Lorraine,"While Wayne and Shelby were working at the forest, Bailey gave a pineapple to",Diana,Sonia,Wayne
"When Virginia and Pauline got a cantaloupe at the river, Pauline decided to give it to",Virginia,"When Nick and Cade got a cantaloupe at the river, Emilee decided to give it to",Beau,Pauline,Cade
"While Marian and Kari were working at the bar, Kari gave a blackberry to",Marian,"While Laisha and Ariana were working at the bar, Antonio gave a blackberry to",Ruby,Kari,Ariana
Friends Virginia and Jessica found a honeydew at the theater. Jessica gave it to,Virginia,Friends Kate and Taylor found a honeydew at the theater. Charity gave it to,Laura,Jessica,Taylor
"After Bernadette and Kim went to the desert, Bernadette gave a coconut to",Kim,"After Kiara and Jordan went to the desert, Riley gave a coconut to",Demetrius,Bernadette,Kiara
"Then, Suzanne and Sheila were working at the zoo. Suzanne decided to give a pear to",Sheila,"Then, Karley and Glen were working at the zoo. Bernard decided to give a pear to",Clark,Suzanne,Karley
"While Martha and Wilma were working at the library, Martha gave a pineapple to",Wilma,"While Brodie and Nikolas were working at the library, Colin gave a pineapple to",Ryder,Martha,Brodie
"Then, Jessie and Kelly were working at the theater. Kelly decided to give a banana to",Jessie,"Then, Dennis and Nick were working at the theater. Tara decided to give a banana to",Aurora,Kelly,Nick
"When Anne and Ethel got a banana at the market, Ethel decided to give it to",Anne,"When Arthur and Aliza got a banana at the market, Dexter decided to give it to",Brett,Ethel,Aliza
"When William and Melissa got a cherry at the zoo, Melissa decided to give it to",William,"When Marco and Gabriel got a cherry at the zoo, Mario decided to give it to",Melanie,Melissa,Gabriel
"After Richard and Paula went to the museum, Richard gave a mango to",Paula,"After Paul and Theresa went to the museum, Finn gave a mango to",Bryant,Richard,Paul
Friends Stella and Lee found a honeydew at the market. Lee gave it to,Stella,Friends Mathew and Steve found a honeydew at the market. Baby gave it to,Emily,Lee,Steve
"Then, Theresa and Kari had a lot of fun at the cave. Kari gave a apple to",Theresa,"Then, Charlene and Infant had a lot of fun at the cave. Christopher gave a apple to",Gage,Kari,Infant
The museum Anita and Natasha went to had a plum. Natasha gave it to,Anita,The museum Lexus and Malik went to had a plum. Rosa gave it to,Juliet,Natasha,Malik
"While Ethel and Sarah were working at the market, Ethel gave a cantaloupe to",Sarah,"While Zaire and Amy were working at the market, Clare gave a cantaloupe to",Marisa,Ethel,Zaire
"After Ella and Rebecca went to the desert, Rebecca gave a honeydew to",Ella,"After Katherine and Carolyn went to the desert, Anaya gave a honeydew to",Eileen,Rebecca,Carolyn
"Afterwards, Ethel and Doris went to the lake. Ethel gave a papaya to",Doris,"Afterwards, Muhammad and Coleman went to the lake. Daija gave a papaya to",Clifton,Ethel,Muhammad
"Afterwards, Faye and Theresa went to the river. Faye gave a raspberry to",Theresa,"Afterwards, Ralph and Dawn went to the river. Trent gave a raspberry to",Dale,Faye,Ralph
"After Ethel and Lorraine went to the desert, Ethel gave a blackberry to",Lorraine,"After Aspen and Heriberto went to the desert, Gabriel gave a blackberry to",Deven,Ethel,Aspen
"Afterwards, Rosemarie and Sophia went to the library. Sophia gave a watermelon to",Rosemarie,"Afterwards, Emilio and Cecilia went to the library. Mandy gave a watermelon to",Jana,Sophia,Cecilia
"While Kathryn and Marsha were working at the park, Marsha gave a cherry to",Kathryn,"While Mallory and Miranda were working at the park, Gerald gave a cherry to",Tristan,Marsha,Miranda
Friends Rosa and Marilyn found a cherry at the shop. Marilyn gave it to,Rosa,Friends Ryder and Dulce found a cherry at the shop. Jordan gave it to,Virginia,Marilyn,Dulce
"After Ginger and Kevin went to the shop, Kevin gave a cherry to",Ginger,"After Monica and Wilson went to the shop, Rodney gave a cherry to",Parker,Kevin,Wilson
"Then, Alice and David had a lot of fun at the beach. Alice gave a watermelon to",David,"Then, Patrick and Neal had a lot of fun at the beach. Sergio gave a watermelon to",Tony,Alice,Patrick
"Then, Loretta and Velma were working at the theater. Velma decided to give a papaya to",Loretta,"Then, Octavio and Tia were working at the theater. Iyana decided to give a papaya to",Todd,Velma,Tia
"After Suzanne and Jerry went to the shop, Suzanne gave a papaya to",Jerry,"After Keely and Robin went to the shop, Eden gave a papaya to",Valerie,Suzanne,Keely
"After the lunch, Anne and Sophia went to the mountain. Sophia gave a cantaloupe to",Anne,"After the lunch, Max and Jabari went to the mountain. Carly gave a cantaloupe to",Olivia,Sophia,Jabari
"Afterwards, Wilma and Miriam went to the store. Miriam gave a orange to",Wilma,"Afterwards, Haley and Meaghan went to the store. Eliana gave a orange to",Makayla,Miriam,Meaghan
"Then, Violet and Harriet had a long argument. Afterwards Violet said to",Harriet,"Then, Payton and Macy had a long argument. Afterwards Bradley said to",Malik,Violet,Payton
The home Wilma and Estelle went to had a strawberry. Estelle gave it to,Wilma,The home Dangelo and Madisen went to had a strawberry. Alice gave it to,Juliette,Estelle,Madisen
"Then, Charlene and Velma had a lot of fun at the store. Velma gave a pineapple to",Charlene,"Then, Lauren and Dandre had a lot of fun at the store. Ava gave a pineapple to",Xander,Velma,Dandre
"While Kevin and Alyssa were working at the desert, Kevin gave a honeydew to",Alyssa,"While Neal and Jamarcus were working at the desert, Sienna gave a honeydew to",Leon,Kevin,Neal
"When Kristina and Ella got a apple at the mountain, Kristina decided to give it to",Ella,"When Jackie and Herbert got a apple at the mountain, Zoie decided to give it to",Sarai,Kristina,Jackie
"Afterwards, Loretta and Grace went to the museum. Grace gave a blueberry to",Loretta,"Afterwards, Aracely and Whitney went to the museum. Uriel gave a blueberry to",Ciara,Grace,Whitney
"Then, Alicia and Jackie were thinking about going to the desert. Jackie wanted to give a pineapple to",Alicia,"Then, Brynn and Raymond were thinking about going to the desert. Charity wanted to give a pineapple to",Levi,Jackie,Raymond
"Then, Jerry and Shannon were working at the school. Shannon decided to give a papaya to",Jerry,"Then, Joshua and Maya were working at the school. Madison decided to give a papaya to",Tyson,Shannon,Maya
Friends Brandy and Natasha found a raspberry at the beach. Natasha gave it to,Brandy,Friends Asa and Lindsey found a raspberry at the beach. Terrance gave it to,Robin,Natasha,Lindsey
Friends Yvette and Melanie found a plum at the lake. Yvette gave it to,Melanie,Friends Mason and Joaquin found a plum at the lake. Roy gave it to,Tara,Yvette,Mason
"Afterwards, Agnes and Harriet went to the park. Agnes gave a blueberry to",Harriet,"Afterwards, Hana and Kaden went to the park. Malia gave a blueberry to",Bruce,Agnes,Hana
Friends Doris and Eleanor found a cherry at the zoo. Eleanor gave it to,Doris,Friends Harley and Fatima found a cherry at the zoo. Aidan gave it to,Dana,Eleanor,Fatima
"After the lunch, William and Yvette went to the school. Yvette gave a pineapple to",William,"After the lunch, Kent and Meredith went to the school. Kara gave a pineapple to",Shaylee,Yvette,Meredith
"Then, Erika and Brian had a lot of fun at the forest. Erika gave a papaya to",Brian,"Then, Forrest and Carter had a lot of fun at the forest. Alayna gave a papaya to",Tucker,Erika,Forrest
"After the lunch, Harriet and Sonia went to the cave. Sonia gave a orange to",Harriet,"After the lunch, Annette and Mitchell went to the cave. Chandler gave a orange to",Christian,Sonia,Mitchell
"After the lunch, Anne and Rachel went to the museum. Rachel gave a kiwi to",Anne,"After the lunch, Peter and Blake went to the museum. Rocky gave a kiwi to",Marilyn,Rachel,Blake
"While Erika and Charlene were working at the zoo, Erika gave a strawberry to",Charlene,"While Erica and Dayna were working at the zoo, Brianne gave a strawberry to",Yesenia,Erika,Erica
"Then, Mildred and Miriam were thinking about going to the school. Miriam wanted to give a orange to",Mildred,"Then, Stefanie and Marissa were thinking about going to the school. Jazmin wanted to give a orange to",Raina,Miriam,Marissa
"When Geneva and Janet got a pineapple at the mountain, Geneva decided to give the pineapple to",Janet,"When Timothy and Uriel got a pineapple at the mountain, Winston decided to give the pineapple to",Payton,Geneva,Timothy
Friends Mildred and Mona found a coconut at the forest. Mona gave it to,Mildred,Friends Ezra and Cade found a coconut at the forest. Octavio gave it to,Jamil,Mona,Cade
"Afterwards, Deanna and Velma went to the shop. Velma gave a honeydew to",Deanna,"Afterwards, Theodore and Jaylen went to the shop. Cheyenne gave a honeydew to",Leanna,Velma,Jaylen
"Then, Brandy and Sonia had a lot of fun at the cafe. Sonia gave a raspberry to",Brandy,"Then, Koby and Carol had a lot of fun at the cafe. Turner gave a raspberry to",Clarissa,Sonia,Carol
"When Marilyn and Jessie got a cherry at the bar, Marilyn decided to give it to",Jessie,"When Zachary and Marcos got a cherry at the bar, Johnny decided to give it to",Andy,Marilyn,Zachary
"While Teresa and Amanda were working at the lake, Teresa gave a pear to",Amanda,"While Zion and Jana were working at the lake, Randy gave a pear to",Malcolm,Teresa,Zion
"While Eleanor and Lorraine were working at the gym, Eleanor gave a blueberry to",Lorraine,"While Sandra and Shakira were working at the gym, Salma gave a blueberry to",Kathleen,Eleanor,Sandra
The home Mona and Kim went to had a blueberry. Mona gave it to,Kim,The home Carley and Houston went to had a blueberry. Stephen gave it to,Lexi,Mona,Carley
"While Evelyn and Teresa were commuting to the museum, Teresa gave a strawberry to",Evelyn,"While Jazmine and Lara were commuting to the museum, Kirsten gave a strawberry to",Alan,Teresa,Lara
"When Anne and Rachel got a mango at the market, Rachel decided to give it to",Anne,"When Jane and Christian got a mango at the market, Colin decided to give it to",Reed,Rachel,Christian
"When Teresa and Jessie got a banana at the cave, Teresa decided to give it to",Jessie,"When Rocky and Infant got a banana at the cave, Jade decided to give it to",Winston,Teresa,Rocky
Friends Leigh and Nellie found a pear at the market. Leigh gave it to,Nellie,Friends Lara and Nikhil found a pear at the market. Cielo gave it to,Rayna,Leigh,Lara
"While Velma and Alyssa were working at the store, Velma gave a pineapple to",Alyssa,"While Jaiden and Iyana were working at the store, Aspen gave a pineapple to",Nehemiah,Velma,Jaiden
"Then, Yvette and Heidi went to the bar. Yvette gave a pineapple to",Heidi,"Then, Eileen and Grayson went to the bar. Wayne gave a pineapple to",Aliya,Yvette,Eileen
"Then, Dianne and Shannon had a lot of fun at the river. Shannon gave a orange to",Dianne,"Then, Delilah and Scarlett had a lot of fun at the river. Hope gave a orange to",Manuel,Shannon,Scarlett
"While Velma and Loretta were commuting to the river, Velma gave a apple to",Loretta,"While Fatima and Iyana were commuting to the river, Stanley gave a apple to",Meagan,Velma,Fatima
"Afterwards, Ethel and Anita went to the forest. Ethel gave a grape to",Anita,"Afterwards, Damien and Nina went to the forest. Lilian gave a grape to",Rashad,Ethel,Damien
"After Eleanor and Harriet went to the shop, Eleanor gave a cherry to",Harriet,"After Jarred and Kobe went to the shop, Joy gave a cherry to",Maya,Eleanor,Jarred
Friends Doris and Miriam found a mango at the lake. Miriam gave it to,Doris,Friends Savanna and Fredrick found a mango at the lake. Karina gave it to,Theodore,Miriam,Fredrick
"Then, Mona and Alyssa were thinking about going to the market. Mona wanted to give a watermelon to",Alyssa,"Then, Oscar and Izaiah were thinking about going to the market. Milton wanted to give a watermelon to",Desirae,Mona,Oscar
"Then, Stacy and Martha were thinking about going to the mountain. Martha wanted to give a blackberry to",Stacy,"Then, Dejah and Trace were thinking about going to the mountain. Nikki wanted to give a blackberry to",Kai,Martha,Trace
"Then, Leigh and Mattie were working at the museum. Leigh decided to give a cherry to",Mattie,"Then, Sasha and Brianne were working at the museum. Jenny decided to give a cherry to",Catalina,Leigh,Sasha
"Afterwards, Martha and Jacqueline went to the bar. Martha gave a watermelon to",Jacqueline,"Afterwards, Kaleb and Kirstin went to the bar. Bria gave a watermelon to",Kirsten,Martha,Kaleb
"Then, Lee and Marian were working at the library. Lee decided to give a pear to",Marian,"Then, Alex and Payton were working at the library. Donovan decided to give a pear to",Garrett,Lee,Alex
"While Carol and Sarah were working at the lake, Carol gave a grape to",Sarah,"While Hayden and Rick were working at the lake, Lucy gave a grape to",Lucia,Carol,Hayden
Friends Alyssa and Eleanor found a mango at the forest. Eleanor gave it to,Alyssa,Friends Kailyn and Kobe found a mango at the forest. Seth gave it to,Nehemiah,Eleanor,Kobe
"Then, Shannon and Melanie were working at the zoo. Shannon decided to give a honeydew to",Melanie,"Then, Karina and Lamar were working at the zoo. Clinton decided to give a honeydew to",Pedro,Shannon,Karina
"While Diana and Irma were commuting to the museum, Irma gave a blueberry to",Diana,"While Kathy and Jarrett were commuting to the museum, Forrest gave a blueberry to",Morgan,Irma,Jarrett
"Then, Mona and Theresa had a lot of fun at the park. Mona gave a pear to",Theresa,"Then, Johnathon and Jefferson had a lot of fun at the park. Kenzie gave a pear to",Jasmin,Mona,Johnathon
"While Heidi and Sophia were commuting to the desert, Sophia gave a cantaloupe to",Heidi,"While Linda and Alfred were commuting to the desert, Meredith gave a cantaloupe to",Mark,Sophia,Alfred
"When Grace and Amanda got a blackberry at the park, Grace decided to give it to",Amanda,"When Eli and Parker got a blackberry at the park, Alec decided to give it to",Avery,Grace,Eli
"While Melanie and Kristina were working at the park, Kristina gave a raspberry to",Melanie,"While Amara and Kellen were working at the park, Erin gave a raspberry to",Frances,Kristina,Kellen
"When Rosemarie and Grace got a apple at the home, Grace decided to give it to",Rosemarie,"When Travon and Janet got a apple at the home, Daniela decided to give it to",Dasia,Grace,Janet
"After Lula and Evelyn went to the zoo, Lula gave a honeydew to",Evelyn,"After Iliana and Darnell went to the zoo, Raymond gave a honeydew to",Chelsea,Lula,Iliana
Friends Lula and Diana found a raspberry at the cave. Lula gave it to,Diana,Friends Stefan and Karla found a raspberry at the cave. Tyrell gave it to,Alma,Lula,Stefan
"After Rosemarie and Faye went to the river, Faye gave a blackberry to",Rosemarie,"After Anastasia and Mattie went to the river, Jadyn gave a blackberry to",Tristian,Faye,Mattie
"Then, Rachel and Alyssa were working at the park. Rachel decided to give a grape to",Alyssa,"Then, Will and Kallie were working at the park. Nathalie decided to give a grape to",Axel,Rachel,Will
"Then, Juana and Teresa were working at the forest. Teresa decided to give a coconut to",Juana,"Then, Jacey and Dayton were working at the forest. Armando decided to give a coconut to",Aniyah,Teresa,Dayton
"Then, Suzanne and Janet went to the store. Suzanne gave a pineapple to",Janet,"Then, Aden and Bryan went to the store. Emmanuel gave a pineapple to",Jaime,Suzanne,Aden
The shop Wilma and Sophia went to had a orange. Sophia gave it to,Wilma,The shop Melanie and Esperanza went to had a orange. Gilberto gave it to,Cody,Sophia,Esperanza
"After the lunch, Erika and Dianne went to the home. Erika gave a kiwi to",Dianne,"After the lunch, Meghan and Lauryn went to the home. Isabella gave a kiwi to",Maxim,Erika,Meghan
"When Sophia and Kathryn got a strawberry at the desert, Sophia decided to give the strawberry to",Kathryn,"When Francesca and Ricardo got a strawberry at the desert, Donovan decided to give the strawberry to",Andreas,Sophia,Francesca
"While Rosemarie and Bernadette were working at the gym, Bernadette gave a peach to",Rosemarie,"While Cydney and Reginald were working at the gym, Anastasia gave a peach to",Lilliana,Bernadette,Reginald
"When Anne and Jackie got a papaya at the store, Jackie decided to give it to",Anne,"When Davis and Katie got a papaya at the store, Gabriel decided to give it to",Caroline,Jackie,Katie
"After the lunch, Janet and Alice went to the market. Alice gave a grape to",Janet,"After the lunch, Ciera and London went to the market. Abby gave a grape to",Daniel,Alice,London
"While Alice and Rosa were working at the library, Alice gave a cantaloupe to",Rosa,"While Connor and Raul were working at the library, Luis gave a cantaloupe to",Caleb,Alice,Connor
"After Jessica and Jerry went to the zoo, Jessica gave a blackberry to",Jerry,"After Alice and Pierre went to the zoo, Jarrett gave a blackberry to",Martha,Jessica,Alice
"After the lunch, Megan and Kim went to the zoo. Megan gave a honeydew to",Kim,"After the lunch, Coleman and America went to the zoo. Jamie gave a honeydew to",Stephan,Megan,Coleman
"Then, Rosa and Yvette went to the museum. Yvette gave a strawberry to",Rosa,"Then, Anahi and Tanner went to the museum. Kellie gave a strawberry to",Austen,Yvette,Tanner
"While Jerry and Estelle were working at the gym, Estelle gave a strawberry to",Jerry,"While Steven and Nicholas were working at the gym, Emerson gave a strawberry to",Daija,Estelle,Nicholas
"After the lunch, Amanda and Maggie went to the lake. Maggie gave a orange to",Amanda,"After the lunch, Breana and Clifton went to the lake. Samson gave a orange to",Norman,Maggie,Clifton
"Then, Erika and Wilma were thinking about going to the mountain. Erika wanted to give a cherry to",Wilma,"Then, Courtney and Selena were thinking about going to the mountain. Jovan wanted to give a cherry to",Damian,Erika,Courtney
"While Alicia and Agnes were working at the cafe, Agnes gave a orange to",Alicia,"While Alondra and Gina were working at the cafe, Jamal gave a orange to",Brant,Agnes,Gina
Friends Jody and Janet found a banana at the museum. Jody gave it to,Janet,Friends Megan and Noemi found a banana at the museum. Amya gave it to,Dominick,Jody,Megan
"Then, Alice and Leona had a lot of fun at the cave. Alice gave a apple to",Leona,"Then, Tre and Leah had a lot of fun at the cave. Lena gave a apple to",Kelsi,Alice,Tre
"Afterwards, Brandy and Jessica went to the zoo. Jessica gave a pineapple to",Brandy,"Afterwards, Tina and James went to the zoo. Belen gave a pineapple to",Garrison,Jessica,James
"While Leona and Rachel were working at the theater, Rachel gave a plum to",Leona,"While Aron and Charlie were working at the theater, Rodrigo gave a plum to",Johnathon,Rachel,Charlie
"While William and Maggie were commuting to the beach, Maggie gave a cherry to",William,"While Leon and Terrance were commuting to the beach, Darren gave a cherry to",Katie,Maggie,Terrance
The library Alyssa and Suzanne went to had a papaya. Suzanne gave it to,Alyssa,The library Brittney and Kaila went to had a papaya. Angelo gave it to,Cielo,Suzanne,Kaila
"When Dianne and Teresa got a orange at the forest, Teresa decided to give it to",Dianne,"When Kaelyn and Chaya got a orange at the forest, Israel decided to give it to",Eugene,Teresa,Chaya
"After Pauline and Stella went to the shop, Pauline gave a apple to",Stella,"After Natalia and Abel went to the shop, Brandy gave a apple to",India,Pauline,Natalia
"When Violet and Diana got a cherry at the cave, Violet decided to give it to",Diana,"When Pablo and Randy got a cherry at the cave, Annie decided to give it to",Sky,Violet,Pablo
"Then, Mildred and Mona were thinking about going to the zoo. Mona wanted to give a cantaloupe to",Mildred,"Then, Arnold and Ashly were thinking about going to the zoo. Katelyn wanted to give a cantaloupe to",Breanne,Mona,Ashly
"Afterwards, Marsha and Mildred went to the library. Marsha gave a strawberry to",Mildred,"Afterwards, Carlee and Janiya went to the library. Kasey gave a strawberry to",Cody,Marsha,Carlee
"While Alice and Mildred were working at the cafe, Alice gave a peach to",Mildred,"While America and Ezra were working at the cafe, Earl gave a peach to",Kacie,Alice,America
"Then, Deanna and Erika went to the river. Erika gave a banana to",Deanna,"Then, Audrey and Jamir went to the river. Tyshawn gave a banana to",Brennan,Erika,Jamir
Friends Rachel and Dianne found a pear at the library. Rachel gave it to,Dianne,Friends Luke and Maggie found a pear at the library. Porter gave it to,Sheila,Rachel,Luke
"When Alicia and Jessica got a cherry at the shop, Jessica decided to give the cherry to",Alicia,"When Eddie and Leon got a cherry at the shop, Elizabeth decided to give the cherry to",Willie,Jessica,Leon
Friends Lula and Jerry found a orange at the park. Lula gave it to,Jerry,Friends Kristin and Charlie found a orange at the park. Britney gave it to,Heidi,Lula,Kristin
"Afterwards, Kristi and Jerry went to the theater. Kristi gave a apple to",Jerry,"Afterwards, Maci and Rick went to the theater. Whitney gave a apple to",Alana,Kristi,Maci
"While Leigh and Ginger were working at the store, Leigh gave a grape to",Ginger,"While Cyrus and Melissa were working at the store, Diane gave a grape to",Leo,Leigh,Cyrus
"When Leigh and Chelsea got a cantaloupe at the library, Leigh decided to give the cantaloupe to",Chelsea,"When Eli and Jean got a cantaloupe at the library, Marina decided to give the cantaloupe to",Norman,Leigh,Eli
Friends Kim and Fannie found a coconut at the zoo. Fannie gave it to,Kim,Friends Sam and Teagan found a coconut at the zoo. Frankie gave it to,Joe,Fannie,Teagan
"Then, Theresa and Sonia went to the park. Sonia gave a apple to",Theresa,"Then, Aleah and Marian went to the park. Nicholas gave a apple to",Paige,Sonia,Marian
"After the lunch, Teresa and Doris went to the museum. Teresa gave a grape to",Doris,"After the lunch, Lillian and Carli went to the museum. Drew gave a grape to",Wesley,Teresa,Lillian
"Then, Pauline and Lorraine were thinking about going to the forest. Pauline wanted to give a coconut to",Lorraine,"Then, Tate and Bethany were thinking about going to the forest. Kellie wanted to give a coconut to",Ellie,Pauline,Tate
Friends Sonia and Jerry found a cantaloupe at the cafe. Sonia gave it to,Jerry,Friends Nicolas and Denver found a cantaloupe at the cafe. Quinn gave it to,Kyle,Sonia,Nicolas
"Then, Charlene and Bernadette went to the museum. Bernadette gave a grape to",Charlene,"Then, Skyler and Shirley went to the museum. Demarco gave a grape to",Isidro,Bernadette,Shirley
"When Heidi and Kelly got a blackberry at the bar, Kelly decided to give the blackberry to",Heidi,"When Ronnie and John got a blackberry at the bar, Aaron decided to give the blackberry to",Lee,Kelly,John
"Then, Megan and Deanna had a lot of fun at the forest. Megan gave a blueberry to",Deanna,"Then, Carley and Trey had a lot of fun at the forest. Patrick gave a blueberry to",Raymond,Megan,Carley
"Afterwards, Melanie and Sonia went to the theater. Sonia gave a raspberry to",Melanie,"Afterwards, Sage and Heath went to the theater. Titus gave a raspberry to",Fidel,Sonia,Heath
"After Rosa and Faye went to the cafe, Faye gave a kiwi to",Rosa,"After Dorian and Damon went to the cafe, Derrick gave a kiwi to",Breanne,Faye,Damon
"When Kristi and Sarah got a papaya at the desert, Kristi decided to give the papaya to",Sarah,"When Everett and Craig got a papaya at the desert, Orion decided to give the papaya to",Katarina,Kristi,Everett
Friends Pauline and Charlene found a peach at the zoo. Pauline gave it to,Charlene,Friends Jackie and Trisha found a peach at the zoo. Beatriz gave it to,Zander,Pauline,Jackie
"Then, Brian and Marilyn were working at the forest. Marilyn decided to give a banana to",Brian,"Then, Joshua and Jovany were working at the forest. Amanda decided to give a banana to",Dalton,Marilyn,Jovany
"Then, Loretta and Kelly were working at the zoo. Kelly decided to give a watermelon to",Loretta,"Then, Brianna and Hunter were working at the zoo. Brittany decided to give a watermelon to",Ivan,Kelly,Hunter
"When Loretta and Shannon got a grape at the park, Shannon decided to give it to",Loretta,"When Julianna and Marina got a grape at the park, Halle decided to give it to",Lily,Shannon,Marina
