ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Ginger and Suzanne were thinking about going to the lake. Suzanne wanted to give a pineapple to",Ginger,"Then, Lillian and Tatum were thinking about going to the lake. Ezekiel wanted to give a pineapple to",Ellen,Suzanne,Tatum
"Then, Heidi and Kristina went to the park. Kristina gave a grape to",Heidi,"Then, Melvin and Angelina went to the park. Trent gave a grape to",Perla,Kristina,Angelina
"When Teresa and Jessie got a papaya at the library, Teresa decided to give it to",Jessie,"When Halle and Isis got a papaya at the library, Michael decided to give it to",Wesley,Teresa,Halle
"When Lula and Anita got a peach at the bar, Lula decided to give it to",Anita,"When Sara and Celia got a peach at the bar, Deja decided to give it to",Peyton,Lula,Sara
The theater Alicia and Jackie went to had a plum. Jackie gave it to,Alicia,The theater Jackeline and Haleigh went to had a plum. Lisa gave it to,Jamie,Jackie,Haleigh
"While Fannie and Leona were working at the shop, Fannie gave a papaya to",Leona,"While Candice and Erick were working at the shop, Kevon gave a papaya to",Augustus,Fannie,Candice
"Then, Deanna and Mona were working at the theater. Mona decided to give a apple to",Deanna,"Then, Karly and Hanna were working at the theater. Barbara decided to give a apple to",Tamara,Mona,Hanna
"When Melissa and Nellie got a pear at the forest, Melissa decided to give it to",Nellie,"When Erin and Kelton got a pear at the forest, Camryn decided to give it to",Derick,Melissa,Erin
"Then, Velma and Paula had a lot of fun at the cave. Velma gave a plum to",Paula,"Then, Kaylynn and Denise had a lot of fun at the cave. Bailee gave a plum to",Tobias,Velma,Kaylynn
"Then, Lee and Yolanda were working at the zoo. Lee decided to give a kiwi to",Yolanda,"Then, Joe and Sophia were working at the zoo. Laisha decided to give a kiwi to",Raheem,Lee,Joe
"Then, Richard and Deanna were working at the forest. Richard decided to give a banana to",Deanna,"Then, Justin and Jeffrey were working at the forest. Fernando decided to give a banana to",Dejah,Richard,Justin
"Then, Virginia and Sonia were thinking about going to the home. Sonia wanted to give a papaya to",Virginia,"Then, Blake and Nathan were thinking about going to the home. Carson wanted to give a papaya to",Harmony,Sonia,Nathan
Friends Robin and Wilma found a pear at the forest. Robin gave it to,Wilma,Friends Roman and Chanel found a pear at the forest. Alek gave it to,Lizeth,Robin,Roman
"When Alyssa and Pat got a blackberry at the forest, Pat decided to give it to",Alyssa,"When Rosalinda and Anne got a blackberry at the forest, Kelsie decided to give it to",Draven,Pat,Anne
"While Marian and Kari were commuting to the home, Kari gave a blueberry to",Marian,"While Paula and Jonah were commuting to the home, Peyton gave a blueberry to",Tierra,Kari,Jonah
The store Mattie and Natasha went to had a plum. Natasha gave it to,Mattie,The store Moshe and Katy went to had a plum. Brenden gave it to,Lori,Natasha,Katy
"Then, Marsha and Jessie went to the desert. Marsha gave a pineapple to",Jessie,"Then, Fabiola and Kenny went to the desert. Saige gave a pineapple to",Trenton,Marsha,Fabiola
"While Anita and Lee were working at the mountain, Lee gave a peach to",Anita,"While Christy and Kelly were working at the mountain, Shannon gave a peach to",Janet,Lee,Kelly
"After Kristi and Melanie went to the lake, Kristi gave a orange to",Melanie,"After Darien and Charity went to the lake, Hana gave a orange to",Yvette,Kristi,Darien
The beach Rebecca and Jacqueline went to had a apple. Rebecca gave it to,Jacqueline,The beach Maribel and Yvonne went to had a apple. Abby gave it to,Antony,Rebecca,Maribel
"When Heidi and Grace got a coconut at the museum, Grace decided to give it to",Heidi,"When Kai and Andreas got a coconut at the museum, Mara decided to give it to",Bryan,Grace,Andreas
The store Gwen and Deanna went to had a papaya. Gwen gave it to,Deanna,The store Isaac and Zaire went to had a papaya. Taya gave it to,Chantel,Gwen,Isaac
"Afterwards, Lee and Alyssa went to the market. Lee gave a pear to",Alyssa,"Afterwards, Faith and Elyssa went to the market. Aisha gave a pear to",Mauricio,Lee,Faith
Friends Mona and Evelyn found a peach at the river. Mona gave it to,Evelyn,Friends Dejah and Cayden found a peach at the river. Casandra gave it to,Skylar,Mona,Dejah
"Then, Kathryn and Yvette had a lot of fun at the cave. Yvette gave a banana to",Kathryn,"Then, Desirae and Tomas had a lot of fun at the cave. Johan gave a banana to",Katelin,Yvette,Tomas
"Afterwards, Jessica and Anita went to the museum. Jessica gave a papaya to",Anita,"Afterwards, Robin and Elaina went to the museum. Nancy gave a papaya to",Wilson,Jessica,Robin
"After the lunch, Marian and Leigh went to the store. Leigh gave a coconut to",Marian,"After the lunch, Lillian and Macy went to the store. Miranda gave a coconut to",Mohammed,Leigh,Macy
The cave Jacqueline and Velma went to had a peach. Velma gave it to,Jacqueline,The cave Stefanie and Hana went to had a peach. Ulises gave it to,Natalia,Velma,Hana
"After the lunch, Sonia and Charlene went to the river. Sonia gave a watermelon to",Charlene,"After the lunch, Jackie and Catalina went to the river. Chandler gave a watermelon to",Darren,Sonia,Jackie
"Then, Mildred and Grace were thinking about going to the desert. Grace wanted to give a kiwi to",Mildred,"Then, Aryanna and Ella were thinking about going to the desert. Hazel wanted to give a kiwi to",Jared,Grace,Ella
"Then, Ginger and Agnes had a lot of fun at the cafe. Agnes gave a mango to",Ginger,"Then, Colt and Leah had a lot of fun at the cafe. Kara gave a mango to",Dianna,Agnes,Leah
"When Juana and Velma got a honeydew at the lake, Velma decided to give it to",Juana,"When Leslie and Destiny got a honeydew at the lake, Ezequiel decided to give it to",Elsa,Velma,Destiny
"While Stacy and Geneva were commuting to the gym, Geneva gave a cantaloupe to",Stacy,"While Branden and Derek were commuting to the gym, Elias gave a cantaloupe to",Alberto,Geneva,Derek
"While Deanna and Kevin were working at the cafe, Kevin gave a cantaloupe to",Deanna,"While Brandi and Brad were working at the cafe, Talon gave a cantaloupe to",Teresa,Kevin,Brad
"Then, Miriam and Carmen were thinking about going to the bar. Miriam wanted to give a blackberry to",Carmen,"Then, Mohamed and Santos were thinking about going to the bar. Reese wanted to give a blackberry to",Jenifer,Miriam,Mohamed
"Then, Brian and Alice were working at the bar. Alice decided to give a strawberry to",Brian,"Then, Dallas and Warren were working at the bar. Nancy decided to give a strawberry to",Stella,Alice,Warren
"Then, Sheila and Erika were thinking about going to the theater. Erika wanted to give a cherry to",Sheila,"Then, Troy and Silvia were thinking about going to the theater. Rachel wanted to give a cherry to",Jaclyn,Erika,Silvia
"Then, Marilyn and Chelsea were working at the park. Marilyn decided to give a peach to",Chelsea,"Then, Kasey and Angelo were working at the park. Courtney decided to give a peach to",Hillary,Marilyn,Kasey
Friends Susan and Pat found a apple at the mountain. Pat gave it to,Susan,Friends Roger and Warren found a apple at the mountain. Amy gave it to,Essence,Pat,Warren
"Then, Richard and Mildred were thinking about going to the bar. Richard wanted to give a raspberry to",Mildred,"Then, Bo and Amani were thinking about going to the bar. Kayleigh wanted to give a raspberry to",Toby,Richard,Bo
"Then, Melanie and Inez were working at the market. Inez decided to give a pear to",Melanie,"Then, Colin and Greta were working at the market. Edwin decided to give a pear to",Garrett,Inez,Greta
"Then, Alyssa and Teresa had a lot of fun at the mountain. Teresa gave a mango to",Alyssa,"Then, Dallin and Colt had a lot of fun at the mountain. Kelton gave a mango to",Zaire,Teresa,Colt
"Then, Velma and Brian were working at the theater. Velma decided to give a plum to",Brian,"Then, Braeden and Dallas were working at the theater. Zoey decided to give a plum to",Meghan,Velma,Braeden
"Then, Rosa and Erika were thinking about going to the beach. Erika wanted to give a watermelon to",Rosa,"Then, Brandy and Isabel were thinking about going to the beach. Erica wanted to give a watermelon to",Destini,Erika,Isabel
"Then, Martha and Juana were thinking about going to the gym. Martha wanted to give a orange to",Juana,"Then, Cale and Hector were thinking about going to the gym. Jeff wanted to give a orange to",Kayden,Martha,Cale
Friends Janet and Jody found a kiwi at the cave. Jody gave it to,Janet,Friends Shaun and Marques found a kiwi at the cave. Ahmed gave it to,Carrie,Jody,Marques
"After Yolanda and Maggie went to the home, Maggie gave a apple to",Yolanda,"After Kurtis and Zoie went to the home, Ian gave a apple to",Raymundo,Maggie,Zoie
"Then, Pat and Alicia had a lot of fun at the mountain. Pat gave a mango to",Alicia,"Then, Jennifer and Corinne had a lot of fun at the mountain. Kelvin gave a mango to",Ashton,Pat,Jennifer
"After the lunch, Lee and Sheila went to the museum. Lee gave a grape to",Sheila,"After the lunch, Emily and Chad went to the museum. Tommy gave a grape to",Ross,Lee,Emily
"After the lunch, Carol and Brian went to the library. Carol gave a cantaloupe to",Brian,"After the lunch, Deasia and Georgia went to the library. Cameron gave a cantaloupe to",Connor,Carol,Deasia
"After Marian and Violet went to the shop, Violet gave a grape to",Marian,"After Avery and Reese went to the shop, Julie gave a grape to",Rory,Violet,Reese
"While Virginia and Erika were commuting to the museum, Erika gave a strawberry to",Virginia,"While Cole and Krista were commuting to the museum, Maya gave a strawberry to",Malia,Erika,Krista
"When Natasha and Chelsea got a watermelon at the beach, Natasha decided to give it to",Chelsea,"When Miranda and Keith got a watermelon at the beach, Bonnie decided to give it to",Kara,Natasha,Miranda
Friends Sonia and Ginger found a raspberry at the cafe. Sonia gave it to,Ginger,Friends Sandra and Terrence found a raspberry at the cafe. Gerald gave it to,Damian,Sonia,Sandra
"After the lunch, Rachel and Stacy went to the beach. Rachel gave a watermelon to",Stacy,"After the lunch, Brad and Dangelo went to the beach. Giovanni gave a watermelon to",Kristen,Rachel,Brad
"After Melissa and Juana went to the shop, Melissa gave a cantaloupe to",Juana,"After Desmond and Susana went to the shop, Jolie gave a cantaloupe to",Shania,Melissa,Desmond
"Then, Teresa and Rosemarie were working at the zoo. Teresa decided to give a orange to",Rosemarie,"Then, Kaleigh and Greta were working at the zoo. Angelique decided to give a orange to",Shyanne,Teresa,Kaleigh
"While Alicia and Lula were working at the theater, Lula gave a grape to",Alicia,"While Efrain and Arlene were working at the theater, Fatima gave a grape to",Barbara,Lula,Arlene
Friends Paula and Marsha found a papaya at the bar. Marsha gave it to,Paula,Friends Sandra and Lindsay found a papaya at the bar. Aiyana gave it to,Noel,Marsha,Lindsay
Friends Alice and Anne found a cantaloupe at the forest. Alice gave it to,Anne,Friends Emily and Christian found a cantaloupe at the forest. Romeo gave it to,Owen,Alice,Emily
The zoo Diana and Stacey went to had a grape. Stacey gave it to,Diana,The zoo Delaney and Quentin went to had a grape. Josie gave it to,Piper,Stacey,Quentin
"Then, Carol and William were working at the market. Carol decided to give a banana to",William,"Then, Lexus and Aaron were working at the market. Bruce decided to give a banana to",Tyler,Carol,Lexus
"When Chelsea and Megan got a plum at the zoo, Megan decided to give it to",Chelsea,"When Reilly and Nya got a plum at the zoo, Moses decided to give it to",Reagan,Megan,Nya
"While Richard and Melanie were working at the lake, Richard gave a apple to",Melanie,"While Unique and Pablo were working at the lake, Rose gave a apple to",Scarlett,Richard,Unique
"Then, Rosa and Teresa had a lot of fun at the desert. Teresa gave a peach to",Rosa,"Then, Nora and Savannah had a lot of fun at the desert. Holden gave a peach to",Griffin,Teresa,Savannah
"Then, Mildred and Miriam were working at the library. Miriam decided to give a pear to",Mildred,"Then, Brayan and Freddie were working at the library. Alfredo decided to give a pear to",Jaclyn,Miriam,Freddie
"After Stella and Suzanne went to the bar, Suzanne gave a kiwi to",Stella,"After Mayra and Gabriel went to the bar, Kali gave a kiwi to",Eric,Suzanne,Gabriel
"Afterwards, Jessica and Brian went to the museum. Jessica gave a blackberry to",Brian,"Afterwards, Simon and Anderson went to the museum. London gave a blackberry to",Brennan,Jessica,Simon
The cafe Mildred and Teresa went to had a banana. Teresa gave it to,Mildred,The cafe Salvador and Leonard went to had a banana. Aracely gave it to,Allen,Teresa,Leonard
"Afterwards, Ethel and Diana went to the beach. Ethel gave a kiwi to",Diana,"Afterwards, Addison and Darrius went to the beach. Payton gave a kiwi to",Turner,Ethel,Addison
Friends Yolanda and Estelle found a watermelon at the cafe. Estelle gave it to,Yolanda,Friends Shyanne and Irvin found a watermelon at the cafe. Annamarie gave it to,Clarissa,Estelle,Irvin
"Then, Nellie and Lee had a lot of fun at the forest. Lee gave a cherry to",Nellie,"Then, Peyton and Dallas had a lot of fun at the forest. Maeve gave a cherry to",Savana,Lee,Dallas
"Then, Martha and Loretta were thinking about going to the theater. Martha wanted to give a plum to",Loretta,"Then, Braxton and Antonio were thinking about going to the theater. Troy wanted to give a plum to",Ryley,Martha,Braxton
The school Megan and Doris went to had a watermelon. Megan gave it to,Doris,The school Elvis and Kailee went to had a watermelon. Carissa gave it to,Harrison,Megan,Elvis
"While Angie and Richard were commuting to the desert, Richard gave a plum to",Angie,"While Alanna and Eric were commuting to the desert, Mohammad gave a plum to",Justine,Richard,Eric
"After the lunch, Agnes and Rosa went to the school. Agnes gave a plum to",Rosa,"After the lunch, Weston and Sienna went to the school. Janiya gave a plum to",Lloyd,Agnes,Weston
"Then, Geneva and Lorraine were thinking about going to the cafe. Geneva wanted to give a raspberry to",Lorraine,"Then, Jamel and Celina were thinking about going to the cafe. Alexa wanted to give a raspberry to",Tania,Geneva,Jamel
"Afterwards, Irma and Wilma went to the museum. Irma gave a orange to",Wilma,"Afterwards, Aria and Natasha went to the museum. Sydni gave a orange to",Trace,Irma,Aria
"After the lunch, Paula and Agnes went to the zoo. Agnes gave a raspberry to",Paula,"After the lunch, Carlie and Corey went to the zoo. Lesley gave a raspberry to",Roland,Agnes,Corey
"Then, Deanna and Stacey had a lot of fun at the library. Stacey gave a apple to",Deanna,"Then, Davin and Rayna had a lot of fun at the library. Maegan gave a apple to",Avery,Stacey,Rayna
"After the lunch, Stacey and Carmen went to the cafe. Stacey gave a pear to",Carmen,"After the lunch, Melisa and Estefania went to the cafe. Lia gave a pear to",Darrin,Stacey,Melisa
"Then, Mattie and Inez went to the gym. Inez gave a pineapple to",Mattie,"Then, Ramon and Lonnie went to the gym. Rylie gave a pineapple to",Brooks,Inez,Lonnie
"After Jerry and Estelle went to the theater, Estelle gave a strawberry to",Jerry,"After Andre and Kaia went to the theater, Parker gave a strawberry to",Monica,Estelle,Kaia
"Then, Evelyn and Alice were working at the river. Alice decided to give a strawberry to",Evelyn,"Then, Katarina and Rose were working at the river. Elsa decided to give a strawberry to",Devyn,Alice,Rose
"Then, Jody and Rosemarie were thinking about going to the store. Jody wanted to give a apple to",Rosemarie,"Then, Logan and Lyndsey were thinking about going to the store. Guillermo wanted to give a apple to",Madelynn,Jody,Logan
"When Marian and Erika got a cantaloupe at the gym, Erika decided to give the cantaloupe to",Marian,"When Neha and Marlee got a cantaloupe at the gym, Sergio decided to give the cantaloupe to",Isabel,Erika,Marlee
"After Stacey and Loretta went to the river, Stacey gave a pear to",Loretta,"After Marlee and Maiya went to the river, Charity gave a pear to",Davon,Stacey,Marlee
"After the lunch, Kelly and Theresa went to the market. Kelly gave a coconut to",Theresa,"After the lunch, Robert and Hanna went to the market. Ricky gave a coconut to",Catherine,Kelly,Robert
"Then, Fannie and Leona had a lot of fun at the desert. Fannie gave a honeydew to",Leona,"Then, Carly and Elaina had a lot of fun at the desert. Adrienne gave a honeydew to",Julia,Fannie,Carly
"After Marian and Leigh went to the cave, Leigh gave a grape to",Marian,"After Stuart and Byron went to the cave, Lucia gave a grape to",Jessica,Leigh,Byron
"While Charlene and Kelly were working at the desert, Kelly gave a plum to",Charlene,"While Bernard and Tony were working at the desert, Gerardo gave a plum to",Cayden,Kelly,Tony
The theater Yvette and Chelsea went to had a mango. Yvette gave it to,Chelsea,The theater Ryder and Marco went to had a mango. Denzel gave it to,Ashton,Yvette,Ryder
Friends Susan and Ethel found a strawberry at the cave. Ethel gave it to,Susan,Friends India and Simone found a strawberry at the cave. Robyn gave it to,Holly,Ethel,Simone
"While Loretta and Jackie were commuting to the cave, Jackie gave a cherry to",Loretta,"While Javonte and Dayton were commuting to the cave, Arthur gave a cherry to",Izabella,Jackie,Dayton
"When Stacy and Mona got a pineapple at the shop, Mona decided to give it to",Stacy,"When Adrien and Stella got a pineapple at the shop, Brock decided to give it to",Marquez,Mona,Stella
"Then, Suzanne and Heidi were thinking about going to the forest. Suzanne wanted to give a pear to",Heidi,"Then, Bernard and Tori were thinking about going to the forest. Lamar wanted to give a pear to",Alicia,Suzanne,Bernard
"Afterwards, Virginia and Maggie went to the school. Maggie gave a blackberry to",Virginia,"Afterwards, Reilly and Celina went to the school. Hope gave a blackberry to",Susan,Maggie,Celina
"After Lula and Deanna went to the museum, Lula gave a banana to",Deanna,"After Reed and Sabrina went to the museum, Lewis gave a banana to",Isaias,Lula,Reed
"When Kathryn and Fannie got a blueberry at the gym, Fannie decided to give it to",Kathryn,"When Tyrone and Deborah got a blueberry at the gym, Karly decided to give it to",Keanu,Fannie,Deborah
"When Violet and Jacqueline got a blueberry at the market, Violet decided to give it to",Jacqueline,"When Ryley and Lauryn got a blueberry at the market, Jennifer decided to give it to",Rowan,Violet,Ryley
"Then, Kevin and Sarah went to the park. Kevin gave a blueberry to",Sarah,"Then, Nick and Andre went to the park. Tara gave a blueberry to",Hugh,Kevin,Nick
"When Jackie and Doris got a pear at the theater, Jackie decided to give the pear to",Doris,"When Teresa and Lucia got a pear at the theater, Robert decided to give the pear to",Vicente,Jackie,Teresa
"Then, Alice and Carmen were thinking about going to the store. Alice wanted to give a pineapple to",Carmen,"Then, Denver and Mireya were thinking about going to the store. Frank wanted to give a pineapple to",Mohamed,Alice,Denver
"Then, Marsha and Alyssa were thinking about going to the gym. Marsha wanted to give a plum to",Alyssa,"Then, Leah and Ayla were thinking about going to the gym. Katerina wanted to give a plum to",Asher,Marsha,Leah
"While Natasha and Wilma were commuting to the store, Natasha gave a pineapple to",Wilma,"While Antoine and Aliza were commuting to the store, Trent gave a pineapple to",Leah,Natasha,Antoine
"Then, Wilma and Lee had a lot of fun at the park. Lee gave a watermelon to",Wilma,"Then, Lacey and Maria had a lot of fun at the park. Janessa gave a watermelon to",Maxim,Lee,Maria
"While Lorraine and Richard were commuting to the park, Richard gave a coconut to",Lorraine,"While Gunnar and Jimmy were commuting to the park, Simone gave a coconut to",Ayden,Richard,Jimmy
"After the lunch, Jackie and Jacqueline went to the park. Jackie gave a papaya to",Jacqueline,"After the lunch, Walter and Kaitlin went to the park. Sammy gave a papaya to",Ben,Jackie,Walter
"While Doris and Suzanne were commuting to the school, Suzanne gave a mango to",Doris,"While Stacy and Eli were commuting to the school, Guadalupe gave a mango to",Hunter,Suzanne,Eli
"Then, Violet and David were working at the store. Violet decided to give a coconut to",David,"Then, Raymond and Robert were working at the store. Pedro decided to give a coconut to",Erica,Violet,Raymond
"When Theresa and Gwen got a coconut at the desert, Gwen decided to give it to",Theresa,"When Jessie and Titus got a coconut at the desert, Angelo decided to give it to",Kiarra,Gwen,Titus
"Then, Martha and Charlene were working at the home. Martha decided to give a pineapple to",Charlene,"Then, Keon and Katy were working at the home. Jeanette decided to give a pineapple to",Jane,Martha,Keon
"Then, Paula and Marsha had a lot of fun at the desert. Marsha gave a orange to",Paula,"Then, Troy and Marisa had a lot of fun at the desert. Harmony gave a orange to",Genaro,Marsha,Marisa
"After Robin and Sheila went to the library, Robin gave a cantaloupe to",Sheila,"After Walker and Jared went to the library, Jenna gave a cantaloupe to",Jerome,Robin,Walker
"Then, Kathryn and Marilyn were thinking about going to the zoo. Marilyn wanted to give a pineapple to",Kathryn,"Then, Gonzalo and Braiden were thinking about going to the zoo. Garrison wanted to give a pineapple to",Jerry,Marilyn,Braiden
"When Pat and Doris got a papaya at the river, Pat decided to give the papaya to",Doris,"When Martin and Carlee got a papaya at the river, Barry decided to give the papaya to",Kaia,Pat,Martin
The shop Jessica and Janet went to had a kiwi. Jessica gave it to,Janet,The shop Rachel and Brooklyn went to had a kiwi. Sergio gave it to,Abel,Jessica,Rachel
"Then, Bernadette and Charlene went to the library. Bernadette gave a plum to",Charlene,"Then, Quinten and Jenifer went to the library. Kinsey gave a plum to",Caden,Bernadette,Quinten
"When Estelle and Brandy got a blueberry at the river, Estelle decided to give it to",Brandy,"When Julius and Katelin got a blueberry at the river, Kaila decided to give it to",Izaiah,Estelle,Julius
"When Harriet and Kristi got a coconut at the park, Kristi decided to give it to",Harriet,"When Diego and Ramon got a coconut at the park, Tiffany decided to give it to",Glen,Kristi,Ramon
"Afterwards, Leona and Geneva went to the bar. Geneva gave a banana to",Leona,"Afterwards, Ronald and Brooke went to the bar. Jacey gave a banana to",Zackery,Geneva,Brooke
"Then, Suzanne and Angie had a lot of fun at the cafe. Suzanne gave a cantaloupe to",Angie,"Then, Darin and Caden had a lot of fun at the cafe. Julian gave a cantaloupe to",Devon,Suzanne,Darin
"After Sarah and Violet went to the school, Violet gave a pear to",Sarah,"After Harry and Tomas went to the school, Travis gave a pear to",Jasper,Violet,Tomas
"Then, Inez and Brian were thinking about going to the shop. Inez wanted to give a blueberry to",Brian,"Then, Shirley and Roman were thinking about going to the shop. Catalina wanted to give a blueberry to",Bianca,Inez,Shirley
"Then, Alice and Brandy were working at the cave. Alice decided to give a coconut to",Brandy,"Then, Richard and Brendan were working at the cave. Christine decided to give a coconut to",Kiara,Alice,Richard
"After the lunch, Martha and Virginia went to the lake. Martha gave a pineapple to",Virginia,"After the lunch, Skyler and Jesus went to the lake. Alec gave a pineapple to",Julio,Martha,Skyler
"Then, Irma and Yolanda had a lot of fun at the school. Irma gave a peach to",Yolanda,"Then, Talon and Dariana had a lot of fun at the school. Kirstin gave a peach to",Rory,Irma,Talon
"While Mildred and Yvette were working at the store, Yvette gave a strawberry to",Mildred,"While Lillie and Pierce were working at the store, Madyson gave a strawberry to",Hailey,Yvette,Pierce
"Afterwards, Irma and Diana went to the museum. Irma gave a pear to",Diana,"Afterwards, Malik and Jackie went to the museum. Jamal gave a pear to",Brooklyn,Irma,Malik
"After Eleanor and Angie went to the market, Eleanor gave a kiwi to",Angie,"After Stanley and Kayli went to the market, Marcus gave a kiwi to",Lily,Eleanor,Stanley
"Then, Pat and Diana were working at the park. Pat decided to give a plum to",Diana,"Then, Don and Joanne were working at the park. Cruz decided to give a plum to",Carter,Pat,Don
"Then, Mark and Leigh were thinking about going to the theater. Leigh wanted to give a banana to",Mark,"Then, Kelly and Elias were thinking about going to the theater. Scott wanted to give a banana to",Sonny,Leigh,Elias
"When Deanna and Irma got a orange at the market, Irma decided to give the orange to",Deanna,"When Hayley and Grayson got a orange at the market, Marlon decided to give the orange to",Johanna,Irma,Grayson
"Then, Rachel and Anita were working at the mountain. Rachel decided to give a cantaloupe to",Anita,"Then, Todd and Lena were working at the mountain. Sally decided to give a cantaloupe to",Danielle,Rachel,Todd
"Then, Chelsea and Violet were thinking about going to the museum. Violet wanted to give a pear to",Chelsea,"Then, Daniel and Keon were thinking about going to the museum. Nicolas wanted to give a pear to",Carol,Violet,Keon
"While Paula and Grace were working at the cafe, Grace gave a apple to",Paula,"While Jonah and Montana were working at the cafe, Lawson gave a apple to",Neil,Grace,Montana
"While Rosa and Estelle were commuting to the park, Estelle gave a cantaloupe to",Rosa,"While Darius and Geneva were commuting to the park, Bo gave a cantaloupe to",Josef,Estelle,Geneva
"After the lunch, Ethel and Charlene went to the park. Ethel gave a strawberry to",Charlene,"After the lunch, Jamal and Elian went to the park. Iliana gave a strawberry to",Ryleigh,Ethel,Jamal
"Then, Maggie and Ginger were thinking about going to the park. Maggie wanted to give a cantaloupe to",Ginger,"Then, Abigale and Sierra were thinking about going to the park. Drew wanted to give a cantaloupe to",Brady,Maggie,Abigale
"Then, Nellie and Rebecca were thinking about going to the lake. Rebecca wanted to give a apple to",Nellie,"Then, Jailyn and Kinsey were thinking about going to the lake. Seth wanted to give a apple to",Kale,Rebecca,Kinsey
"Then, Ginger and Suzanne went to the cave. Suzanne gave a pineapple to",Ginger,"Then, Devin and Kenzie went to the cave. Chloe gave a pineapple to",Nina,Suzanne,Kenzie
"Then, Agnes and Anne went to the library. Agnes gave a orange to",Anne,"Then, Abbey and Joshua went to the library. Shaun gave a orange to",Walter,Agnes,Abbey
Friends Chelsea and Miriam found a grape at the shop. Miriam gave it to,Chelsea,Friends Donald and Jeremiah found a grape at the shop. Zoey gave it to,Rasheed,Miriam,Jeremiah
"While Miriam and Janet were commuting to the cafe, Miriam gave a strawberry to",Janet,"While Jaida and Elise were commuting to the cafe, Judah gave a strawberry to",Imani,Miriam,Jaida
The park Estelle and Deanna went to had a banana. Estelle gave it to,Deanna,The park Kane and Marvin went to had a banana. Micaela gave it to,Dominique,Estelle,Kane
The gym Mona and Doris went to had a peach. Mona gave it to,Doris,The gym Isiah and Blaze went to had a peach. Estevan gave it to,Caitlyn,Mona,Isiah
"Then, Geneva and Dianne went to the lake. Geneva gave a pineapple to",Dianne,"Then, Tiara and Dakota went to the lake. Clinton gave a pineapple to",Eddie,Geneva,Tiara
"After the lunch, Kristi and Carmen went to the home. Kristi gave a cantaloupe to",Carmen,"After the lunch, Ryder and Jalen went to the home. Marlee gave a cantaloupe to",Rickey,Kristi,Ryder
"Afterwards, Mattie and Stacey went to the beach. Stacey gave a raspberry to",Mattie,"Afterwards, Tiara and Aniya went to the beach. Amiya gave a raspberry to",Veronica,Stacey,Aniya
"After Irma and Sarah went to the market, Irma gave a kiwi to",Sarah,"After Stanley and Alan went to the market, Ellen gave a kiwi to",Chandler,Irma,Stanley
Friends Kristina and Rosemarie found a peach at the theater. Kristina gave it to,Rosemarie,Friends Katrina and Katelyn found a peach at the theater. Shea gave it to,Iliana,Kristina,Katrina
The mountain Harriet and Irma went to had a peach. Irma gave it to,Harriet,The mountain Destini and Paige went to had a peach. Marcel gave it to,Lily,Irma,Paige
"Afterwards, Jacqueline and Estelle went to the cave. Estelle gave a cherry to",Jacqueline,"Afterwards, Carmen and Nichole went to the cave. Tyreek gave a cherry to",Jevon,Estelle,Nichole
"When Wilma and Melissa got a coconut at the lake, Melissa decided to give the coconut to",Wilma,"When Sandra and Omar got a coconut at the lake, Claire decided to give the coconut to",Agustin,Melissa,Omar
The cave Agnes and Anita went to had a blackberry. Agnes gave it to,Anita,The cave Kaylan and Edgar went to had a blackberry. Angelique gave it to,Kai,Agnes,Kaylan
"While Nellie and Kristina were commuting to the theater, Kristina gave a coconut to",Nellie,"While Tristian and Jacoby were commuting to the theater, Kaylan gave a coconut to",Darnell,Kristina,Jacoby
The lake Jody and Alyssa went to had a peach. Jody gave it to,Alyssa,The lake Annabel and Braiden went to had a peach. Ruben gave it to,Lizbeth,Jody,Annabel
"Then, Rachel and Janet were working at the forest. Rachel decided to give a blueberry to",Janet,"Then, Sky and Melanie were working at the forest. Lisa decided to give a blueberry to",Clare,Rachel,Sky
"After Lee and Amanda went to the home, Lee gave a honeydew to",Amanda,"After Howard and Lindsey went to the home, Kathleen gave a honeydew to",Marilyn,Lee,Howard
"Then, Irma and Kathryn had a lot of fun at the library. Irma gave a cherry to",Kathryn,"Then, Uriel and Mariano had a lot of fun at the library. Isabel gave a cherry to",Kenny,Irma,Uriel
"While Kathryn and Miriam were commuting to the cafe, Miriam gave a raspberry to",Kathryn,"While Dontae and Maryam were commuting to the cafe, Christy gave a raspberry to",Luis,Miriam,Maryam
"Afterwards, Lee and Deanna went to the shop. Lee gave a pear to",Deanna,"Afterwards, Angel and Brandyn went to the shop. Chandler gave a pear to",Gia,Lee,Angel
Friends Jacqueline and Kristi found a grape at the gym. Kristi gave it to,Jacqueline,Friends Maverick and Felix found a grape at the gym. Gabriela gave it to,Aliya,Kristi,Felix
"After Evelyn and Velma went to the forest, Velma gave a pear to",Evelyn,"After Gretchen and Kenna went to the forest, Brodie gave a pear to",Tia,Velma,Kenna
"After Evelyn and Melissa went to the river, Melissa gave a papaya to",Evelyn,"After Keyshawn and Jeffery went to the river, Jude gave a papaya to",Calista,Melissa,Jeffery
"After Teresa and Jacqueline went to the school, Teresa gave a blackberry to",Jacqueline,"After Malachi and Amina went to the school, Tia gave a blackberry to",Julius,Teresa,Malachi
